"Identificador de URL";Nombre;Categorías;Precio;"Precio promocional";"Peso (kg)";"Alto (cm)";"Ancho (cm)";"Profundidad (cm)";Stock;SKU;"Código de barras";"Mostrar en tienda";"Envío sin cargo";Descripción;Tags;"Título para SEO";"Descripción para SEO";Marca;"Producto Físico";"MPN (Número de pieza del fabricante)";Sexo;"Rango de edad";Costo;Visibilidad
itu_10108251181;"Vaso Stanley Quencher Flower collection 1.18 ml";"MARCAS > STANLEY, FERRETERIA > RECREACION Y CAMPING > VASOS";0.00;;0.00;0.00;0.00;0.00;;ITU_10108251181;;SI;NO;"Ofrece la máxima hidratación con menos recargas. Gracias al doble aislamiento al vacío de Stanley, tus bebidas se mantendrán heladas hasta 11 horas en condiciones normales, y con hielo hasta 2 días completos. La tapa Flowstate avanzada cuenta con una cubierta giratoria con tres posiciones: una abertura diseñada para resistir las salpicaduras mientras mantiene el sorbete en su lugar, una abertura para beber y una tapa de cobertura completa. El asa ergonómica incluye inserciones de agarre cómodo para transportarlo con facilidad, y la base angosta se adapta a casi cualquier portavasos de vehículo. Acero inoxidable reciclado 18/8. Libre de BPA. Apto para lavavajillas. Peso 660 gr. Dimensiones 32 cm x 14 cm.";;;;STANLEY;SI;;;;0.00;Visible
itu_1013854002;"Vaso Térmico Everyday Suburban Mug 710 ml rose quartz";"MARCAS > STANLEY, FERRETERIA > RECREACION Y CAMPING > VASOS";0.00;;0.00;0.00;0.00;0.00;;ITU_1013854002;;SI;NO;"El Everyday Suburban Mug de 710 ml mantiene el calor hasta 7 horas, el frío hasta 2.5 horas, y con hielo el frío se extiende hasta 30 horas, gracias a su aislamiento térmico de doble pared al vacío. Se adapta a la mayoría de los portavasos de coche. Acero inoxidable reciclado 18/8. Apto para lavavajillas. Libre de BPA. Asa de transporte de acero inoxidable. Apto lavavajillas. Peso 0,45 kg. Dimensiones 11,5 cm x 9,6 cm x 19,6 cm.";;;;STANLEY;SI;;;;0.00;Visible
cri_084105;"SOPLADOR/ASPIRADOR STANLEY STPT 600";"MARCAS > STANLEY, MAQUINA ELECTRICA > JARDIN > SOPLADOR";0.00;;0.00;0.00;0.00;0.00;;CRI_084105;;SI;NO;"<p>El Soplador/Aspirador Stanley STPT600 es tu aliado perfecto para m&uacute;ltiples aplicaciones. Con un potente motor de 600W y una velocidad variable ajustable con facilidad, este dispositivo ofrece un impresionante flujo de aire de 3.5M3/min. Dise&ntilde;ado para adaptarse a diversas situaciones, cuenta con una punta de caucho que evita la generaci&oacute;n de energ&iacute;a est&aacute;tica y llega a los lugares de trabajo m&aacute;s estrechos.</p>
<p>&nbsp;</p>
<p>Versatilidad Inigualable:</p>
<ul>
<li>Selector que permite invertir el pico del soplador con el recolector de polvo, transform&aacute;ndolo en una aspiradora.</li>
<li>Bot&oacute;n Lock-On para trabajos de uso continuo.</li>
<li>Dise&ntilde;o orientado a la limpieza automotriz, mantenimiento y trabajos en instalaciones.</li>
</ul>
<p>&nbsp;</p>
<p>Incluye:</p>
<ul>
<li>Bolsa colectora de polvo.</li>
<li>Punta para direccionar la entrada y salida de aire.</li>
</ul>
<h3>Especificaciones t&eacute;cnicas</h3>
<table style=""border-collapse: collapse; width: 100%;"" border=""1"">
<tbody>
<tr>
<td style=""width: 48.057%;""><strong>Potencia</strong></td>
<td style=""width: 48.057%;"">600 Watts</td>
</tr>
<tr>
<td style=""width: 48.057%;""><strong>Velocidad del Motor</strong></td>
<td style=""width: 48.057%;"">16000 RPM</td>
</tr>
<tr>
<td style=""width: 48.057%;""><strong>Flujo de Aire</strong></td>
<td style=""width: 48.057%;"">3.5 m3/min</td>
</tr>
<tr>
<td style=""width: 48.057%;""><strong>Longitud</strong></td>
<td style=""width: 48.057%;"">305 mm</td>
</tr>
<tr>
<td style=""width: 48.057%;""><strong>Altura</strong></td>
<td style=""width: 48.057%;"">214 mm</td>
</tr>
<tr>
<td style=""width: 48.057%;""><strong>Peso con embalaje</strong></td>
<td style=""width: 48.057%;"">1.8 kg</td>
</tr>
</tbody>
</table>";;;;STANLEY;SI;;;;0.00;Visible
KEE_10-12874-033;"MATE STANLEY 200 ML -C / TAPA VERDE";"MARCAS > STANLEY, FERRETERIA > RECREACION Y CAMPING > MATE";0.00;;0.00;0.00;0.00;0.00;;KEE_10-12874-033;;SI;NO;"El nuevo mate Stanley tiene una capacidad de 200 ml e incluye una tapa protectora, ideal para transportar la yerba. El mate mantiene la temperatura durante toda la cebada. Es práctico e higiénico. Si el producto es comprado en Argentina la garantía es de por vida; siempre y cuando cumpla con los requisitos solicitados.";;;;STANLEY;SI;;;;;Visible
KEE_10-12870-015;"YERBERA BLACK STANLEY 501";"MARCAS > STANLEY, FERRETERIA > RECREACION Y CAMPING > MATE";0.00;;0.00;0.00;0.00;0.00;;KEE_10-12870-015;;SI;NO;"El despolvillador de mate Stanley 1913 es el accesorio perfecto para los amantes del mate que buscan una experiencia más cómoda y eficiente. Con un diseño robusto y funcional, este despolvillador está fabricado con materiales de alta calidad, garantizando durabilidad y resistencia a lo largo del tiempo.Este despolvillador de mate es ideal para quienes buscan una herramienta efectiva y elegante que permita separar el polvo del mate de manera eficiente, logrando una infusión perfecta en cad...";;;;STANLEY;SI;;;;;Visible
KEE_10-12870-010;"YERBERA GREEN STANLEY 500";"MARCAS > STANLEY, FERRETERIA > RECREACION Y CAMPING > MATE";0.00;;0.00;0.00;0.00;0.00;;KEE_10-12870-010;;SI;NO;"El despolvillador de mate Stanley 1913 es el accesorio perfecto para los amantes del mate que buscan una experiencia más cómoda y eficiente. Con un diseño robusto y funcional, este despolvillador está fabricado con materiales de alta calidad, garantizando durabilidad y resistencia a lo largo del tiempo.Este despolvillador de mate es ideal para quienes buscan una herramienta efectiva y elegante que permita separar el polvo del mate de manera eficiente, logrando una infusión perfecta en cad...";;;;STANLEY;SI;;;;;Visible
KEE_10-11494-002;"TERMO CLASICO 950 ML  CON MANIJA Y TAPON CEBADOR NEGRO 2.0";"MARCAS > STANLEY, FERRETERIA > RECREACION Y CAMPING > TERMOS";0.00;;0.00;0.00;0.00;0.00;;KEE_10-11494-002;;SI;NO;"¿Sos un apasionado de los viajes y aventuras? El icónico Termo Mate Classic de Stanley ha presenciado viajes memorables durante generaciones. Llevá este clásico con vos y disfrutá de momentos compartidos. Esta botella mantiene tus bebidas calientes y frias hasta por 24 horas gracias a la doble pared con aislamiento al vacío. Su construcción robusta significa que es lo suficientemente resistente para soportar cualquier aventura, todo mientras mantiene tus bebidas calientes y frías durante un...";;;;STANLEY;SI;;;;;Visible
KEE_10-11357-018;"VASO GOLDEN HOUR BEER 408 ML";"MARCAS > STANLEY, FERRETERIA > RECREACION Y CAMPING > VASOS";0.00;;0.00;0.00;0.00;0.00;;KEE_10-11357-018;;SI;NO;"¡Levanten sus copas! Ya sabes que Stanley mantiene tu bebida a la temperatura perfecta hasta el último sorbo. Ahora, la nueva línea Happy Hour Stanley llega con la innovación que falta para hacer que tu experiencia con la cerveza sea aún más premium. Celebrando los diseños de vasos de cerveza icónicos, los vasos térmicos Beer Tumbler combinan un acabado sofisticado y un diseño ergonómico con una eficiencia térmica ideal para sus momentos de celebración. Si te encantan los vasos de cerveza c...";;;;STANLEY;SI;;;;;Visible
KEE_10-11283-166;"BOTELLA AEROLIGHT FLIPSTRAW 710 ML FROST - BLANCA";"MARCAS > STANLEY, FERRETERIA > RECREACION Y CAMPING > BOTELLAS";0.00;;0.00;0.00;0.00;0.00;;KEE_10-11283-166;;SI;NO;"Hidratación de otro nivel. La botella IceFlow Flip Straw 2.0 de 710ml cuenta con la tecnología AeroLight(TM), que la hace un 33% más ligera que las botellas estándar de acero inoxidable. Su aislamiento de acero ultraligero mantiene tu agua helada durante horas. El asa plegable la convierte en la compañera perfecta. La tapa Flip Straw 2.0 tiene una abertura más grande para beber y una pajilla integrada, lo que te permite hidratarte más rápido. Ábrela para beber, ciérrala de un clic y guarda la b...";;;;STANLEY;SI;;;;;Visible
KEE_10-10302-002;"BOMBILLA PARA MATE SPOON NEGRA";"MARCAS > STANLEY, FERRETERIA > RECREACION Y CAMPING > MATE";0.00;;0.00;0.00;0.00;0.00;;KEE_10-10302-002;;SI;NO;"¿Buscás una Bombilla para mate? Nuestra Bombilla para mate Stanley Spoon fue desarrollada cuidando cada detalle para revolucionar la experiencia de beber mate o tereré, con tecnología única de Stanley. Para aquellos que prefieren seguir las tradiciones al pie de la letra, trajimos la nueva bombilla de cuchara Stanley. Su diseño fue pensado para garantizar la mejor filtración de la yerba y su boquilla más ancha para garantizar un mejor flujo y comodidad al beber. La Bombilla para mate Stanle...";;;;STANLEY;SI;;;;;Visible
KEE_10-10302-001;"BOMBILLA PARA MATE SPOON VERDE";"MARCAS > STANLEY, FERRETERIA > RECREACION Y CAMPING > MATE";0.00;;0.00;0.00;0.00;0.00;;KEE_10-10302-001;;SI;NO;"¿Buscás una Bombilla para mate? Nuestra Bombilla para mate Stanley Spoon fue desarrollada cuidando cada detalle para revolucionar la experiencia de beber mate o tereré, con tecnología única de Stanley. Para aquellos que prefieren seguir las tradiciones al pie de la letra, trajimos la nueva bombilla de cuchara Stanley. Su diseño fue pensado para garantizar la mejor filtración de la yerba y su boquilla más ancha para garantizar un mejor flujo y comodidad al beber. La Bombilla para mate Stanle...";;;;STANLEY;SI;;;;;Visible
KEE_10-10300-002;"TERMO ADVENTURE 500 ML - POLAR";"MARCAS > STANLEY, FERRETERIA > RECREACION Y CAMPING > TERMOS";0.00;;0.00;0.00;0.00;0.00;;KEE_10-10300-002;;SI;NO;"Con una capacidad de 500 ml, más pequeña y ligera, la nueva Adventure está hecha a medida para tu día a día. Ya sea en casa, en el trabajo o al aire libre, tu bebida siempre estará a la temperatura perfecta. Nuestro desempeño sigue siendo inigualable. Con el tapón cebador de precisión 360º, ¡el flujo es perfecto! Úsalo de buena gana. ¡Todos nuestros productos tienen garantía de por vida!";;;;STANLEY;SI;;;;;Visible
KEE_10-10297-044;"TERMO MATE SYSTEM CLASSIC 1.2 LTS Cream Gloss";"MARCAS > STANLEY, FERRETERIA > RECREACION Y CAMPING > TERMOS";0.00;;0.00;0.00;0.00;0.00;;KEE_10-10297-044;;SI;NO;"En Argentina, el mate es una bebida muy especial. El Termo Stanley Mate System Classic 1.2 L es el compañero ideal para disfrutarlo en cualquier momento. Su tapón de alta precisión permite cebar con un flujo continuo y exacto, y su tapa de acero inoxidable funciona como mate. Mantiene el agua caliente o fría por horas y ofrece la calidad y durabilidad típica de Stanley. Perfecto para acompañarte todos los días.";;;;STANLEY;SI;;;;;Visible
KEE_10-10297-027;"TERMO MATE SYSTEM CLASSIC 1.2 LTS AZURE";"MARCAS > STANLEY, FERRETERIA > RECREACION Y CAMPING > TERMOS";0.00;;0.00;0.00;0.00;0.00;;KEE_10-10297-027;;SI;NO;"En Argentina, el mate es una bebida muy especial. El Termo Stanley Mate System Classic 1.2 L es el compañero ideal para disfrutarlo en cualquier momento. Su tapón de alta precisión permite cebar con un flujo continuo y exacto, y su tapa de acero inoxidable funciona como mate. Mantiene el agua caliente o fría por horas y ofrece la calidad y durabilidad típica de Stanley. Perfecto para acompañarte todos los días.";;;;STANLEY;SI;;;;;Visible
KEE_10-10297-020;"TERMO MATE SYSTEM CLASSIC 1.2L 2.0 NEGRO";"MARCAS > STANLEY, FERRETERIA > RECREACION Y CAMPING > TERMOS";0.00;;0.00;0.00;0.00;0.00;;KEE_10-10297-020;;SI;NO;"En Argentina, el mate es una bebida muy especial. El Termo Stanley Mate System Classic 1.2 L es el compañero ideal para disfrutarlo en cualquier momento. Su tapón de alta precisión permite cebar con un flujo continuo y exacto, y su tapa de acero inoxidable funciona como mate. Mantiene el agua caliente o fría por horas y ofrece la calidad y durabilidad típica de Stanley. Perfecto para acompañarte todos los días.";;;;STANLEY;SI;;;;;Visible
KEE_10-10297-016;"TERMO MATE SYSTEM CLASSIC 1.2 TLS VERDE";"MARCAS > STANLEY, FERRETERIA > RECREACION Y CAMPING > TERMOS";0.00;;0.00;0.00;0.00;0.00;;KEE_10-10297-016;;SI;NO;"En Argentina, el mate es una bebida muy especial. El Termo Stanley Mate System Classic 1.2 L es el compañero ideal para disfrutarlo en cualquier momento. Su tapón de alta precisión permite cebar con un flujo continuo y exacto, y su tapa de acero inoxidable funciona como mate. Mantiene el agua caliente o fría por horas y ofrece la calidad y durabilidad típica de Stanley. Perfecto para acompañarte todos los días.";;;;STANLEY;SI;;;;;Visible
KEE_10-10148-050;"TERMO CLASICO 950 ML PLUM";"MARCAS > STANLEY, FERRETERIA > RECREACION Y CAMPING > TERMOS";0.00;;0.00;0.00;0.00;0.00;;KEE_10-10148-050;;SI;NO;"¿Sos un apasionado de los viajes y aventuras? El icónico Termo Mate Classic de Stanley ha presenciado viajes memorables durante generaciones. Llevá este clásico con vos y disfrutá de momentos compartidos. Esta botella mantiene tus bebidas calientes y frias hasta por 24 horas gracias a la doble pared con aislamiento al vacío. Su construcción robusta significa que es lo suficientemente resistente para soportar cualquier aventura, todo mientras mantiene tus bebidas calientes y frías durante un...";;;;STANLEY;SI;;;;;Visible
KEE_10-09628-107;"Mate Stanley Colección Oasis | 236 ml";"MARCAS > STANLEY, FERRETERIA > RECREACION Y CAMPING > MATE";0.00;;0.00;0.00;0.00;0.00;;KEE_10-09628-107;;SI;NO;"Mate Stanley 236ml -- Temperatura perfecta en cada cebada Diseño práctico e higiénico El mate Stanley está pensado para el uso diario. Su construcción en acero inoxidable lo hace resistente y fácil de limpiar, manteniéndose higiénico cebada tras cebada. Temperatura que dura toda la ronda Gracias a su aislamiento térmico, mantiene el agua a la temperatura ideal durante toda la cebada, sin que se enfríe entre sorbo y sorbo. Garantía de por vida en Argentina Comprado en la tienda oficial Stan...";;;;STANLEY;SI;;;;;Visible
KEE_10-09628-048;"MATE STANLEY 236 ML - MAPLE";"MARCAS > STANLEY, FERRETERIA > RECREACION Y CAMPING > MATE";0.00;;0.00;0.00;0.00;0.00;;KEE_10-09628-048;;SI;NO;"Mate Stanley 236ml -- Temperatura perfecta en cada cebada Diseño práctico e higiénico El mate Stanley está pensado para el uso diario. Su construcción en acero inoxidable lo hace resistente y fácil de limpiar, manteniéndose higiénico cebada tras cebada. Temperatura que dura toda la ronda Gracias a su aislamiento térmico, mantiene el agua a la temperatura ideal durante toda la cebada, sin que se enfríe entre sorbo y sorbo. Garantía de por vida en Argentina Comprado en la tienda oficial Stan...";;;;STANLEY;SI;;;;;Visible
KEE_10-09628-026;"MATE STANLEY 236 ML - ROJO";"MARCAS > STANLEY, FERRETERIA > RECREACION Y CAMPING > MATE";0.00;;0.00;0.00;0.00;0.00;;KEE_10-09628-026;;SI;NO;"Mate Stanley 236ml -- Temperatura perfecta en cada cebada Diseño práctico e higiénico El mate Stanley está pensado para el uso diario. Su construcción en acero inoxidable lo hace resistente y fácil de limpiar, manteniéndose higiénico cebada tras cebada. Temperatura que dura toda la ronda Gracias a su aislamiento térmico, mantiene el agua a la temperatura ideal durante toda la cebada, sin que se enfríe entre sorbo y sorbo. Garantía de por vida en Argentina Comprado en la tienda oficial Stan...";;;;STANLEY;SI;;;;;Visible
KEE_10-09628-025;"MATE STANLEY 236 ML - POLAR";"MARCAS > STANLEY, FERRETERIA > RECREACION Y CAMPING > MATE";0.00;;0.00;0.00;0.00;0.00;;KEE_10-09628-025;;SI;NO;"Mate Stanley 236ml -- Temperatura perfecta en cada cebada Diseño práctico e higiénico El mate Stanley está pensado para el uso diario. Su construcción en acero inoxidable lo hace resistente y fácil de limpiar, manteniéndose higiénico cebada tras cebada. Temperatura que dura toda la ronda Gracias a su aislamiento térmico, mantiene el agua a la temperatura ideal durante toda la cebada, sin que se enfríe entre sorbo y sorbo. Garantía de por vida en Argentina Comprado en la tienda oficial Stan...";;;;STANLEY;SI;;;;;Visible
KEE_10-09628-001;"MATE STANLEY 236 ML - VERDE";"MARCAS > STANLEY, FERRETERIA > RECREACION Y CAMPING > MATE";0.00;;0.00;0.00;0.00;0.00;;KEE_10-09628-001;;SI;NO;"Mate Stanley 236ml -- Temperatura perfecta en cada cebada Diseño práctico e higiénico El mate Stanley está pensado para el uso diario. Su construcción en acero inoxidable lo hace resistente y fácil de limpiar, manteniéndose higiénico cebada tras cebada. Temperatura que dura toda la ronda Gracias a su aislamiento térmico, mantiene el agua a la temperatura ideal durante toda la cebada, sin que se enfríe entre sorbo y sorbo. Garantía de por vida en Argentina Comprado en la tienda oficial Stan...";;;;STANLEY;SI;;;;;Visible
KEE_10-08999-083;"TERMO CLASICO 1.4 LTS. ASA PLEGABLE SILVER -";"MARCAS > STANLEY, FERRETERIA > RECREACION Y CAMPING > TERMOS";0.00;;0.00;0.00;0.00;0.00;;KEE_10-08999-083;;SI;NO;"La palabra que viene a la mente es &quot;icónico&quot;: diseño elegante, construcción robusta y una actitud indescriptible. Totalmente a prueba de fugas y capaz de mantener las bebidas calientes durante 40 horas, frías durante 45 horas o con hielo durante 6 días. Con el termo Stanley nunca tendrás que preocuparte de que el agua se enfríe o que tu bebida se caliente. Gracias a su pared externa de acero grueso obtendrás un rendimiento térmico que te durará a través de los años.";;;;STANLEY;SI;;;;;Visible
KEE_10-08999-082;"TERMO CLASICO 1.4 LTS. ASA PLEGABLE LILAC -";"MARCAS > STANLEY, FERRETERIA > RECREACION Y CAMPING > TERMOS";0.00;;0.00;0.00;0.00;0.00;;KEE_10-08999-082;;SI;NO;"La palabra que viene a la mente es &quot;icónico&quot;: diseño elegante, construcción robusta y una actitud indescriptible. Totalmente a prueba de fugas y capaz de mantener las bebidas calientes durante 40 horas, frías durante 45 horas o con hielo durante 6 días. Con el termo Stanley nunca tendrás que preocuparte de que el agua se enfríe o que tu bebida se caliente. Gracias a su pared externa de acero grueso obtendrás un rendimiento térmico que te durará a través de los años.";;;;STANLEY;SI;;;;;Visible
KEE_10-08999-070;"TERMO CLASICO 1.4 LTS. ASA PLEGABLE LAVA";"MARCAS > STANLEY, FERRETERIA > RECREACION Y CAMPING > TERMOS";0.00;;0.00;0.00;0.00;0.00;;KEE_10-08999-070;;SI;NO;"La palabra que viene a la mente es &quot;icónico&quot;: diseño elegante, construcción robusta y una actitud indescriptible. Totalmente a prueba de fugas y capaz de mantener las bebidas calientes durante 40 horas, frías durante 45 horas o con hielo durante 6 días. Con el termo Stanley nunca tendrás que preocuparte de que el agua se enfríe o que tu bebida se caliente. Gracias a su pared externa de acero grueso obtendrás un rendimiento térmico que te durará a través de los años.";;;;STANLEY;SI;;;;;Visible
KEE_10-02282-213;"VASO STANLEY PINTA ROJO";"MARCAS > STANLEY, FERRETERIA > RECREACION Y CAMPING > VASOS";0.00;;0.00;0.00;0.00;0.00;;KEE_10-02282-213;;SI;NO;"Vaso térmico apilable con doble aislación a prueba de golpes, ideal para que tu cerveza permanezca fría. Son fáciles de transportar, ideales para acampar, cumpleaños o llevar a cualquier ocasión, además se apilan infinitamente para ahorrar espacio en tu cocina. Mantiene tus líquidos calientes durante 45 minutos, fríos durante 4 horas o congelados durante 15 horas. ¡Decile adiós a los vasos desechables!";;;;STANLEY;SI;;;;;Visible
KEE_10-02282-066;"VASO STANLEY PINTA NEGRO";"MARCAS > STANLEY, FERRETERIA > RECREACION Y CAMPING > VASOS";0.00;;0.00;0.00;0.00;0.00;;KEE_10-02282-066;;SI;NO;"Vaso térmico apilable con doble aislación a prueba de golpes, ideal para que tu cerveza permanezca fría. Son fáciles de transportar, ideales para acampar, cumpleaños o llevar a cualquier ocasión, además se apilan infinitamente para ahorrar espacio en tu cocina. Mantiene tus líquidos calientes durante 45 minutos, fríos durante 4 horas o congelados durante 15 horas. ¡Decile adiós a los vasos desechables!";;;;STANLEY;SI;;;;;Visible
ITU_ST8034640;"Caja Plástica Cierre de Aluminio 19.";"MARCAS > STANLEY, FERRETERIA > ORGANIZACIÓN Y ALMACENAMIENTO > CAJA DE HERRAMIENTAS";0.00;;0.00;0.00;0.00;0.00;;ITU_ST8034640;;SI;NO;"Caja Plastica de máxima resistencia con dos organizadores integrados en la tapa. Cierre de Aluminio. Posee bandeja removible. Formato &quot;Anidado&quot; que permite ser Largo: 19.09 &quot;(485Mm) Ancho: 11,61 &quot;(295 mm) Alto: 9.44 &quot;(240 mm) Capacidad [litros y galones]: 17L Carga máxima [peso]: 12Kg Material: polipropileno.Color: negro / amarillo Material de bloqueo: acero. Caja cerrada por 8 unidades.";;;;STANLEY;SI;;;;;Visible
ITU_ST8034540;"Caja Plástica Cierre de Aluminio 16";"MARCAS > STANLEY, FERRETERIA > ORGANIZACIÓN Y ALMACENAMIENTO > CAJA DE HERRAMIENTAS";0.00;;0.00;0.00;0.00;0.00;;ITU_ST8034540;;SI;NO;"Caja Plastica de máxima resistencia con dos organizadores integrados en la tapa. Cierre de Aluminio. Posee bandeja removible. Formato &quot;Anidado&quot; que permite ser apilada. Bisagras reforzadas. Orificios para candado. Altura: 7.87 &quot;(200 mm) Carga máxima [peso]: 10Kg Material: polipropileno. Color: negro / amarillo Material de bloqueo: acero. Caja cerrada por 9 unidades.";;;;STANLEY;SI;;;;;Visible
ITU_ST33027;"Baul Rodante Contractor 14 Galones (53 L)";"MARCAS > STANLEY, FERRETERIA > ORGANIZACIÓN Y ALMACENAMIENTO > CAJA DE HERRAMIENTAS";0.00;;0.00;0.00;0.00;0.00;;ITU_ST33027;;SI;NO;"Baúl Rodante Contractor. Medidas 610x407x360mm Resiste 130kg. Peso: 5 ,70kg. Capacidad: 53lt (14 galones) Cierre con traba metálica. Manija superior y lateral extensible. Ruedas resistentes para diversos terrenos. Origen Brasil.";;;;STANLEY;SI;;;;;Visible
ITU_ST22080;"Caja Plastica con Bandeja Cierres de Alumínio 22""(558.8mm).";"MARCAS > STANLEY, FERRETERIA > ORGANIZACIÓN Y ALMACENAMIENTO > CAJA DE HERRAMIENTAS";0.00;;0.00;0.00;0.00;0.00;;ITU_ST22080;;SI;NO;"Caja de plástico PP (polipropileno); organizador transparente para almacenar piezas pequeñas; cerradura de aluminio doble; mango de goma; bandeja interna extraíble con regla; estructura diferenciada, con varios puntos de refuerzo en el interior de la caja, lo que garantiza la mejor entrega entre los organizadores de plástico.Ideal para almacenar herramientas o cualquier otro Objetos que están dentro de la capacidad de la caja. Longitud: 22 &quot;&quot;(556 mm) Ancho: 10-1/8 &quot;&quot;(257 mm) Altura: 9-3/4 &quot;&quot;(248 mm) Material: polipropileno. Color: negro / amarillo Material de las cerraduras: Aluminio&quot; Caja cerrada por 4 unidades";;;;STANLEY;SI;;;;;Visible
ITU_ST19013;"Caja Plastica Cerraduras Met. 19-1/4"". Serie 2000.";"MARCAS > STANLEY, FERRETERIA > ORGANIZACIÓN Y ALMACENAMIENTO > CAJA DE HERRAMIENTAS";0.00;;0.00;0.00;0.00;0.00;;ITU_ST19013;;SI;NO;"&quot;Asas resistentes; puerta con candado; compartimento para piezas pequeñas; cierre con pestillos metálicos; bandeja superior extraíble; soporta 100 kg en la parte superior; estructura diferenciada, con varios puntos de refuerzo en el interior de la caja, que garantiza la mejor entrega entre los organizadores de plástico.Ideal para almacenar herramientas o cualquier otro Objetos que están dentro de la capacidad de la caja. Longitud: 19-3/8 &quot;&quot;(492 mm) Ancho: 10 &quot;&quot;(254 mm) Altura: 9-3 / 4 &quot;&quot;(248 mm) Material: polipropileno. Color: negro / amarillo Material de las cerraduras: acero&quot; Serie 2000 Caja por 6 unidades.";;;;STANLEY;SI;;;;;Visible
ITU_1013854004;"Vaso Térmico Everyday Suburban Mug 710 ml negro 2.0";"MARCAS > STANLEY, FERRETERIA > RECREACION Y CAMPING > VASOS";0.00;;0.00;0.00;0.00;0.00;;ITU_1013854004;;SI;NO;"El Everyday Suburban Mug de 710 ml mantiene el calor hasta 7 horas, el frío hasta 2.5 horas, y con hielo el frío se extiende hasta 30 horas, gracias a su aislamiento térmico de doble pared al vacío. Se adapta a la mayoría de los portavasos de coche. Acero inoxidable reciclado 18/8. Apto para lavavajillas. Libre de BPA. Asa de transporte de acero inoxidable. Apto lavavajillas. Peso 0,45 kg. Dimensiones 11,5 cm x 9,6 cm x 19,6 cm.";;;;STANLEY;SI;;;;;Visible
ITU_10135620033;"Termo Ideal Mate 800 ml hammerton frost";"MARCAS > STANLEY, FERRETERIA > RECREACION Y CAMPING > TERMOS";0.00;;0.00;0.00;0.00;0.00;;ITU_10135620033;;SI;NO;"Disfruta de tu mate a la temperatura ideal durante horas con este Mate System de 800 ml, diseñado para ofrecer practicidad, resistencia y un excelente rendimiento térmico. Su innovador tapón con botón dispensador permite servir de forma continua sin necesidad de desenroscar la tapa, brindando mayor comodidad en cada uso. La tapa aislada funciona también como mate, con un borde especialmente diseñado para sostener la bombilla de manera segura. Fabricado en acero inoxidable reciclado 18/8 de doble pared con aislamiento al vacío, conserva las bebidas calientes hasta 30 horas, frías hasta 30 horas y con hielo hasta 4 días. Libre de BPA. Apto para lavavajillas.";;;;STANLEY;SI;;;;;Visible
ITU_1013239007;"Termo Stanley Clásico con asa plegable 1.4 L negro 2.0";"MARCAS > STANLEY, FERRETERIA > RECREACION Y CAMPING > TERMOS";0.00;;0.00;0.00;0.00;0.00;;ITU_1013239007;;SI;NO;"Termo Stanley Classic de 1.4 L, diseño elegante, construcción robusta y una actitud indescriptible. Además, viene equipado con un tapón cebador que te garantiza el flujo y control perfecto del agua en cada mate, y una tapa aislada que funciona también como taza. Fabricado en acero inoxidable reciclado 18/8. Doble pared con aislación por vacío. Totalmente a prueba de fugas y capaz de mantener las bebidas calientes durante 40 horas, frías durante 45 horas o con hielo durante 6 días. Libre de BPA para un consumo seguro. Apto para lavavajillas. Peso 950g. Dimensiones 37cm x 13cm.";;;;STANLEY;SI;;;;;Visible
ITU_10130600051;"Vaso Transit Surround Mug 354 ml glaciar blue shine";"MARCAS > STANLEY, FERRETERIA > RECREACION Y CAMPING > VASOS";0.00;;0.00;0.00;0.00;0.00;;ITU_10130600051;;SI;NO;"Disfruta de un sorbo panorámico de 360° con el termo Transit Surround. Solo tenés que apretar el botón central para abrirlo y tomar desde cualquier punto del borde; volvé a apretarlo y queda hermético. Tecnología premium AeroLight que lo hace considerablemente más liviano que el acero inoxidable estándar. El acero hilado ultraliviano con aislación al vacío mantiene tu bebida a la temperatura ideal durante horas. Una almohadilla de silicona suave en la base te deja apoyarlo con tranquilidad donde vayas. A prueba de fugas. Libre de BPA. Peso 300 gr. Dimensiones 19 cm x 7 cm.";;;;STANLEY;SI;;;;;Visible
ITU_1013007089;"Botella Shaker Stanley Vitalize 591 ml sage grey";"MARCAS > STANLEY, FERRETERIA > RECREACION Y CAMPING > BOTELLAS";0.00;;0.00;0.00;0.00;0.00;;ITU_1013007089;;SI;NO;"Diseñada para darte energía y acompañarte a llegar a tu máximo rendimiento. Podes infusionar tu agua o sumar proteínas. Llénala, agita y tomá. El Shaker mantiene las bebidas frías hasta 8 horas y con hielo hasta 30 horas gracias a su doble pared con aislamiento al vacío. Su interior redondeado hace más fácil la mezcla y la limpieza, mientras que la boquilla de flujo rápido te da un sorbo más suave. Viene con líneas de medición internas y un colador extraíble. Además, incluye un compartimento de guardado en la base y un asa suave, cómoda para llevar. Y con su tapa de Tritan a prueba de derrames, está lista para ir directo a tu bolso. Acero inoxidable reciclado 18/8. Apto para lavavajillas. Libre de BPA. Peso 623 gr. Dimensiones 26 cm x 10 cm.";;;;STANLEY;SI;;;;;Visible
